tip_label,accession_num,strain,host,bat_host,country,collection_date,collection_year,title,sub_group
MH687956_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16845_53__complete_genome,MH687956,VZ_AlphaCoV_16845_53,Scotophilus_kuhlii,1,Vietnam,16-Sep-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16845_53,Alphacoronavirus
MH687957_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16845_64__complete_genome,MH687957,VZ_AlphaCoV_16845_64,Scotophilus_kuhlii,1,Vietnam,18-Sep-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16845_64,Alphacoronavirus
MH687958_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16845_87__complete_genome,MH687958,VZ_AlphaCoV_16845_87,Scotophilus_kuhlii,1,Vietnam,18-Sep-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16845_87,Alphacoronavirus
MH687959_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_17819_17__complete_genome,MH687959,VZ_AlphaCoV_17819_17,Scotophilus_kuhlii,1,Vietnam,12-Nov-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_17819_17,Alphacoronavirus
MH687960_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_17819_22__complete_genome,MH687960,VZ_AlphaCoV_17819_22,Scotophilus_kuhlii,1,Vietnam,13-Nov-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_17819_22,Alphacoronavirus
MH687961_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_17819_4__complete_genome,MH687961,VZ_AlphaCoV_17819_4,Scotophilus_kuhlii,1,Vietnam,13-Nov-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_17819_4,Alphacoronavirus
MH687962_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_17819_50__complete_genome,MH687962,VZ_AlphaCoV_17819_50,Scotophilus_kuhlii,1,Vietnam,13-Nov-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_17819_50,Alphacoronavirus
MH687963_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_20724_95__complete_genome,MH687963,VZ_AlphaCoV_20724_95,Scotophilus_kuhlii,1,Vietnam,6-Feb-15,2015,Alphacoronavirus sp. strain VZ_AlphaCoV_20724_95,Alphacoronavirus
MH687964_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_20745_10__complete_genome,MH687964,VZ_AlphaCoV_20745_10,Scotophilus_kuhlii,1,Vietnam,6-Feb-15,2015,Alphacoronavirus sp. strain VZ_AlphaCoV_20745_10,Alphacoronavirus
MH687965_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_20745_17__complete_genome,MH687965,VZ_AlphaCoV_20745_17,Scotophilus_kuhlii,1,Vietnam,13-Feb-15,2015,Alphacoronavirus sp. strain VZ_AlphaCoV_20745_17,Alphacoronavirus
MH687966_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_20745_6__complete_genome,MH687966,VZ_AlphaCoV_20745_6,Scotophilus_kuhlii,1,Vietnam,6-Feb-15,2015,Alphacoronavirus sp. strain VZ_AlphaCoV_20745_6,Alphacoronavirus
MH687967_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_20745_8__complete_genome,MH687967,VZ_AlphaCoV_20745_8,Scotophilus_kuhlii,1,Vietnam,6-Feb-15,2015,Alphacoronavirus sp. strain VZ_AlphaCoV_20745_8,Alphacoronavirus
MH938448_1_Alphacoronavirus_Bat-CoV_P_kuhlii_Italy_206645_41_2011__complete_genome,MH938448,Bat-CoV/P.kuhlii/Italy/206645-41/2011,Pipistrellus_kuhlii,1,Italy,2011,2011,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,Alphacoronavirus
MH938449_1_Alphacoronavirus_Bat-CoV_P_kuhlii_Italy_3398-19_2015__complete_genome,MH938449,Bat-CoV/P.kuhlii/Italy/3398-19/2015,Pipistrellus_kuhlii,1,Italy,2015,2015,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,Alphacoronavirus
MH938450_1_Alphacoronavirus_Bat-CoV_P_kuhlii_Italy_206679-3_2010__complete_genome,MH938450,Bat-CoV/P.kuhlii/Italy/206679-3/2010,Pipistrellus_kuhlii,1,Italy,2010,2010,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,Alphacoronavirus
MK211369_1_Coronavirus_BtSk-AlphaCoV_GX2018A__complete_genome,MK211369,NA,Scotophilus_kuhlii,1,China,17-May,2021,Coronavirus BtSk-AlphaCoV/GX2018A,Alphacoronavirus
MK211370_1_Coronavirus_BtSk-AlphaCoV_GX2018B__complete_genome,MK211370,NA,Scotophilus_kuhlii,1,China,17-May,2021,Coronavirus BtSk-AlphaCoV/GX2018B,Alphacoronavirus
MK211371_1_Coronavirus_BtSk-AlphaCoV_GX2018C__complete_genome,MK211371,NA,Scotophilus_kuhlii,1,China,17-May,2021,Coronavirus BtSk-AlphaCoV/GX2018C,Alphacoronavirus
MK211372_1_Coronavirus_BtSk-AlphaCoV_GX2018D__complete_genome,MK211372,NA,Scotophilus_kuhlii,1,China,17-May,2021,Coronavirus BtSk-AlphaCoV/GX2018D,Alphacoronavirus
MK211373_1_Coronavirus_BtRs_AlphaCoV_YN2018__complete_genome,MK211373,NA,Cynopterus_sphinx,1,China,17-May,2021,Coronavirus BtRs-AlphaCoV/YN2018,Alphacoronavirus
MK211374_1_Coronavirus_BtRl-BetaCoV_SC2018__complete_genome,MK211374,NA,Rhinolophus_sp.,1,China,16-Aug,2021,Coronavirus BtRl-BetaCoV/SC2018,Sarbecovirus
MK211375_1_Coronavirus_BtRs_BetaCoV_YN2018A__complete_genome,MK211375,NA,Rhinolophus_affinis,1,China,16-Sep,2021,Coronavirus BtRs-BetaCoV/YN2018A,unclassified-Betacoronavirus
MK211376_1_Coronavirus_BtRs_BetaCoV_YN2018B__complete_genome,MK211376,NA,Rhinolophus_affinis,1,China,16-Sep,2021,Coronavirus BtRs-BetaCoV/YN2018B,Sarbecovirus
MK211377_1_Coronavirus_BtRs_BetaCoV_YN2018C__complete_genome,MK211377,NA,Rhinolophus_affinis,1,China,16-Sep,2021,Coronavirus BtRs-BetaCoV/YN2018C,Sarbecovirus
MK211378_1_Coronavirus_BtRs_BetaCoV_YN2018D__complete_genome,MK211378,NA,Rhinolophus_affinis,1,China,16-Sep,2021,Coronavirus BtRs-BetaCoV/YN2018D,Sarbecovirus
MK211379_1_Coronavirus_BtRt-BetaCoV_GX2018__complete_genome,MK211379,NA,Rhinolophus_affinis,1,China,16-Sep,2021,Coronavirus BtRt-BetaCoV/GX2018,Nobecovirus
MK720944_1_Tylonycteris_bat_coronavirus_HKU33_strain_GZ151867__complete_genome,MK720944,GZ151867,Tylonycteris_robustula,1,China,9-Sep-15,2015,Tylonycteris bat coronavirus HKU33 strain GZ151867,Alphacoronavirus
MK720945_1_Rhinolophus_bat_coronavirus_HKU32_strain_TLC26A__complete_genome,MK720945,TLC26A,Rhinolophus_sinicus,1,Hong_Kong,6-Aug-15,2015,Rhinolophus bat coronavirus HKU32 strain TLC26A,Alphacoronavirus
MK720946_1_Rhinolophus_bat_coronavirus_HKU32_strain_TLC28A__complete_genome,MK720946,TLC28A,Rhinolophus_sinicus,1,Hong_Kong,6-Aug-15,2015,Rhinolophus bat coronavirus HKU32 strain TLC28A,Alphacoronavirus
MN065811_1_Bat_alphacoronavirus_strain_BtCoV_008_16_M_bra_FIN_2016__complete_genome,MN065811,BtCoV/008_16/M.bra/FIN/2016,Myotis_brandtii,1,Finland,15-Aug-16,2016,Bat alphacoronavirus strain BtCoV/008_16/M.bra/FIN/2016,Alphacoronavirus
MN611517_1_Rousettus_aegyptiacus_bat_coronavirus_229E_related_isolate_5425__complete_genome,MN611517,NA,Rousettus_aegyptiacus,1,Kenya,18-Mar,2021,Rousettus aegyptiacus bat coronavirus 229E-related isolate 5425,Alphacoronavirus
MN611518_1_Miniopterus_pusillus_bat_coronavirus_HKU8-related_isolate_6610__complete_genome,MN611518,NA,Miniopterus_pusillus,1,China,18-Mar,2021,Miniopterus pusillus bat coronavirus HKU8-related isolate 6610,Alphacoronavirus
MN611519_1_Tylonycteris_pachypus_bat_coronavirus_HKU4_related_isolate_GZ131656__complete_genome,MN611519,NA,Tylonycteris_pachypus,1,China,18-Mar,2021,Tylonycteris pachypus bat coronavirus HKU4-related isolate GZ131656,Merbecovirus
MN611520_1_Pipistrellus_abramus_bat_coronavirus_HKU5_related_isolate_BY140568__complete_genome,MN611520,NA,Pipistrellus_abramus,1,China,18-Mar,2021,Pipistrellus abramus bat coronavirus HKU5-related isolate BY140568,Merbecovirus
MN611521_1_Scotophilus_kuhlii_bat_coronavirus_512_related_isolate_HK140714__complete_genome,MN611521,NA,Scotophilus_kuhlii,1,China,18-Mar,2021,Scotophilus kuhlii bat coronavirus 512-related isolate HK140714,Alphacoronavirus
MN611522_1_Rhinolophus_affinis_bat_coronavirus_HKU2_related_isolate_160660__complete_genome,MN611522,NA,Rhinolophus_affinis,1,China,18-Mar,2021,Rhinolophus affinis bat coronavirus HKU2-related isolate 160660,Alphacoronavirus
MN611523_1_Hipposideros_pomona_bat_coronavirus_HKU10_related_isolate_160942__complete_genome,MN611523,NA,Hipposideros_pomona,1,China,18-Mar,2021,Hipposideros pomona bat coronavirus HKU10-related isolate 160942,Alphacoronavirus
MN611524_1_Miniopterus_schreibersii_bat_coronavirus_1-related_isolate_161454__complete_genome,MN611524,NA,Miniopterus_schreibersii,1,China,18-Mar,2021,Miniopterus schreibersii bat coronavirus 1-related isolate 161454,Alphacoronavirus
MN611525_1_Hipposideros_pomona_bat_coronavirus_CHB25_isolate_CHB0025__complete_genome,MN611525,NA,Hipposideros_larvatus,1,China,18-Mar,2021,Hipposideros pomona bat coronavirus CHB25 isolate CHB0025,Alphacoronavirus
MN996532_2_Bat_coronavirus_RaTG13__complete_genome,MN996532,NA,Rhinolophus_affinis,1,China,24-Jul-13,2013,Bat coronavirus RaTG13,Sarbecovirus
MT350598_1_Rousettus_bat_coronavirus_GCCDC1__complete_genome,MT350598,NA,Eonycteris_spelaea,1,Singapore,16-Oct,2021,Rousettus bat coronavirus GCCDC1,Nobecovirus
MT663548_1_Bat_alphacoronavirus_isolate_AMA_L_F__complete_genome,MT663548,NA,Desmodus_rotundus,1,Peru,2015,2015,Bat alphacoronavirus isolate AMA_L_F,Alphacoronavirus
MW218395_1_Tylonycteris_bat_coronavirus_HKU4_isolate_SM3A__complete_genome,MW218395,NA,Tylonycteris_pachypus,1,Hong_Kong,16-Aug-10,2010,Tylonycteris bat coronavirus HKU4 isolate SM3A,Merbecovirus
MW719567_1_Sarbecovirus_RhGB01__complete_genome,MW719567,NA,Rhinolophus_hipposideros,1,United_Kingdom,18-Sep-20,2020,Sarbecovirus RhGB01,Sarbecovirus
MZ081376_1_Betacoronavirus_sp__strain_bat_Yunnan_RmYN05_2020__complete_genome,MZ081376,bat/Yunnan/RmYN05/2020,Rhinolophus_malayanus,1,China,25-May-20,2020,Betacoronavirus sp. strain bat/Yunnan/RmYN05/2020,unclassified-Betacoronavirus
MZ081377_1_Betacoronavirus_sp__strain_bat_Yunnan_RmYN07_2020__complete_genome,MZ081377,bat/Yunnan/RmYN07/2020,Rhinolophus_malayanus,1,China,3-Jun-20,2020,Betacoronavirus sp. strain bat/Yunnan/RmYN07/2020,unclassified-Betacoronavirus
MZ081378_1_Betacoronavirus_sp__strain_bat_Yunnan_RmYN08_2020__complete_genome,MZ081378,bat/Yunnan/RmYN08/2020,Rhinolophus_malayanus,1,China,14-Jul-20,2020,Betacoronavirus sp. strain bat/Yunnan/RmYN08/2020,unclassified-Betacoronavirus
MZ081379_1_Betacoronavirus_sp__strain_bat_Yunnan_RsYN03_2019__complete_genome,MZ081379,bat/Yunnan/RsYN03/2019,Rhinolophus_sinicus,1,China,22-Oct-19,2019,Betacoronavirus sp. strain bat/Yunnan/RsYN03/2019,unclassified-Betacoronavirus
MZ081380_1_Betacoronavirus_sp__strain_bat_Yunnan_RsYN04_2020__complete_genome,MZ081380,bat/Yunnan/RsYN04/2020,Rhinolophus_stheno,1,China,18-Apr-20,2020,Betacoronavirus sp. strain bat/Yunnan/RsYN04/2020,unclassified-Betacoronavirus
MZ081381_1_Betacoronavirus_sp__strain_bat_Yunnan_RsYN06_2020__complete_genome,MZ081381,bat/Yunnan/RsYN06/2020,Rhinolophus_pusillus,1,China,25-May-20,2020,Betacoronavirus sp. strain bat/Yunnan/RsYN06/2020,unclassified-Betacoronavirus
MZ081382_1_Betacoronavirus_sp__strain_bat_Yunnan_RsYN09_2020__complete_genome,MZ081382,bat/Yunnan/RsYN09/2020,Rhinolophus_stheno,1,China,28-Jul-20,2020,Betacoronavirus sp. strain bat/Yunnan/RsYN09/2020,unclassified-Betacoronavirus
MZ081383_1_Alphacoronavirus_sp__strain_bat_Yunnan_CpYN11_2019__complete_genome,MZ081383,bat/Yunnan/CpYN11/2019,Chaerephon_plicatus,1,China,11-Jul-19,2019,Alphacoronavirus sp. strain bat/Yunnan/CpYN11/2019,Alphacoronavirus
MZ081384_1_Alphacoronavirus_sp__strain_bat_Yunnan_HcYN26_2020__complete_genome,MZ081384,bat/Yunnan/HcYN26/2020,Hipposideros_cineraceus,1,China,29-Jul-20,2020,Alphacoronavirus sp. strain bat/Yunnan/HcYN26/2020,Alphacoronavirus
MZ081385_1_Alphacoronavirus_sp__strain_bat_Yunnan_MmYN16_2020__complete_genome,MZ081385,bat/Yunnan/MmYN16/2020,Myotis_muricola,1,China,18-Apr-20,2020,Alphacoronavirus sp. strain bat/Yunnan/MmYN16/2020,Alphacoronavirus
MZ081386_1_Alphacoronavirus_sp__strain_bat_Yunnan_RsYN12_2019__complete_genome,MZ081386,bat/Yunnan/RsYN12/2019,Rhinolophus_sinicus,1,China,22-Oct-19,2019,Alphacoronavirus sp. strain bat/Yunnan/RsYN12/2019,Alphacoronavirus
MZ081387_1_Alphacoronavirus_sp__strain_bat_Yunnan_RmYN21_2020__complete_genome,MZ081387,bat/Yunnan/RmYN21/2020,Rhinolophus_malayanus,1,China,3-Jun-20,2020,Alphacoronavirus sp. strain bat/Yunnan/RmYN21/2020,Alphacoronavirus
MZ081388_1_Alphacoronavirus_sp__strain_bat_Yunnan_HlYN23_2020__complete_genome,MZ081388,bat/Yunnan/HlYN23/2020,Hipposideros_larvatus,1,China,28-Jul-20,2020,Alphacoronavirus sp. strain bat/Yunnan/HlYN23/2020,Alphacoronavirus
MZ081389_1_Alphacoronavirus_sp__strain_bat_Yunnan_HlYN10_2019__complete_genome,MZ081389,bat/Yunnan/HlYN10/2019,Hipposideros_larvatus,1,China,6-May-19,2019,Alphacoronavirus sp. strain bat/Yunnan/HlYN10/2019,Alphacoronavirus
MZ081390_1_Alphacoronavirus_sp__strain_bat_Yunnan_HpYN13_2019__complete_genome,MZ081390,bat/Yunnan/HpYN13/2019,Hipposideros_pomona,1,China,7-Nov-19,2019,Alphacoronavirus sp. strain bat/Yunnan/HpYN13/2019,Alphacoronavirus
MZ081391_1_Alphacoronavirus_sp__strain_bat_Yunnan_RmYN22_2020__complete_genome,MZ081391,bat/Yunnan/RmYN22/2020,Rhinolophus_malayanus,1,China,14-Jul-20,2020,Alphacoronavirus sp. strain bat/Yunnan/RmYN22/2020,Alphacoronavirus
MZ081392_1_Alphacoronavirus_sp__strain_bat_Yunnan_McYN19_2020__complete_genome,MZ081392,bat/Yunnan/McYN19/2020,Murina_cyclotis,1,China,25-May-20,2020,Alphacoronavirus sp. strain bat/Yunnan/McYN19/2020,Alphacoronavirus
MZ081393_1_Alphacoronavirus_sp__strain_bat_Yunnan_RmYN17_2020__complete_genome,MZ081393,bat/Yunnan/RmYN17/2020,Rhinolophus_malayanus,1,China,25-May-20,2020,Alphacoronavirus sp. strain bat/Yunnan/RmYN17/2020,Alphacoronavirus
MZ081394_1_Alphacoronavirus_sp__strain_bat_Yunnan_RmYN24_2020__complete_genome,MZ081394,bat/Yunnan/RmYN24/2020,Rhinolophus_malayanus,1,China,28-Jul-20,2020,Alphacoronavirus sp. strain bat/Yunnan/RmYN24/2020,Alphacoronavirus
MZ081395_1_Alphacoronavirus_sp__strain_bat_Yunnan_RsYN14_2020__complete_genome,MZ081395,bat/Yunnan/RsYN14/2020,Rhinolophus_stheno,1,China,18-Apr-20,2020,Alphacoronavirus sp. strain bat/Yunnan/RsYN14/2020,Alphacoronavirus
MZ081396_1_Alphacoronavirus_sp__strain_bat_Yunnan_HlYN18_2020__complete_genome,MZ081396,bat/Yunnan/HlYN18/2020,Hipposideros_larvatus,1,China,25-May-20,2020,Alphacoronavirus sp. strain bat/Yunnan/HlYN18/2020,Alphacoronavirus
MZ081397_1_Alphacoronavirus_sp__strain_bat_Yunnan_MlYN20_2020__complete_genome,MZ081397,bat/Yunnan/MlYN20/2020,Myotis_laniger,1,China,3-Jun-20,2020,Alphacoronavirus sp. strain bat/Yunnan/MlYN20/2020,Alphacoronavirus
MZ081398_1_Alphacoronavirus_sp__strain_bat_Yunnan_MlYN15_2020__complete_genome,MZ081398,bat/Yunnan/MlYN15/2020,Myotis_laniger,1,China,18-Apr-20,2020,Alphacoronavirus sp. strain bat/Yunnan/MlYN15/2020,Alphacoronavirus
MZ081399_1_Alphacoronavirus_sp__strain_bat_Yunnan_RsYN25_2020__complete_genome,MZ081399,bat/Yunnan/RsYN25/2020,Rhinolophus_stheno,1,China,29-Jul-20,2020,Alphacoronavirus sp. strain bat/Yunnan/RsYN25/2020,Alphacoronavirus
MZ190137_1_Bat_SARS_like_coronavirus_Khosta_1_strain_BtCoV_Khosta_1_Rh_Russia_2020__complete_genome,MZ190137,BtCoV/Khosta-1/Rh/Russia/2020,Rhinolophus_ferrumequinum,1,Russia,2020,2020,Bat SARS-like coronavirus Khosta-1 strain BtCoV/Khosta-1/Rh/Russia/2020,Sarbecovirus
MZ190138_1_Bat_SARS_like_coronavirus_Khosta_2_strain_BtCoV_Khosta_2_Rh_Russia_2020__complete_genome,MZ190138,BtCoV/Khosta-2/Rh/Russia/2020,Rhinolophus_hipposideros,1,Russia,2020,2020,Bat SARS-like coronavirus Khosta-2 strain BtCoV/Khosta-2/Rh/Russia/2020,Sarbecovirus
NC_001846_1_Murine_hepatitis_virus_strain_MHV_A59_C12_mutant__complete_genome,NC_001846,MHV-A59,NA,0,NA,NA,NA,Murine hepatitis virus strain MHV-A59 C12 mutant,Embecovirus
NC_002306_3_Feline_infectious_peritonitis_virus__complete_genome,NC_002306,NA,NA,0,USA,NA,NA,Feline infectious peritonitis virus,Alphacoronavirus
NC_002645_1_Human_coronavirus_229E__complete_genome,NC_002645,229E,NA,0,NA,NA,NA,Human coronavirus 229E,Alphacoronavirus
NC_003045_1_Bovine_coronavirus_isolate_BCoV_ENT__complete_genome,NC_003045,NA,NA,0,NA,NA,NA,Bovine coronavirus isolate BCoV-ENT,Embecovirus
NC_003436_1_Porcine_epidemic_diarrhea_virus__complete_genome,NC_003436,CV777,NA,0,NA,NA,NA,Porcine epidemic diarrhea virus,Alphacoronavirus
NC_004718_3_SARS_coronavirus_Tor2__complete_genome,NC_004718,NA,Homo_sapiens,0,Canada,NA,NA,SARS coronavirus Tor2,Sarbecovirus
NC_005831_2_Human_Coronavirus_NL63__complete_genome,NC_005831,Amsterdam I,NA,0,NA,NA,NA,Human Coronavirus NL63,Alphacoronavirus
NC_006213_1_Human_coronavirus_OC43_strain_ATCC_VR_759__complete_genome,NC_006213,ATCC VR-759,NA,0,USA,NA,NA,Human coronavirus OC43 strain ATCC VR-759,Embecovirus
NC_006577_2_Human_coronavirus_HKU1__complete_genome,NC_006577,NA,Homo_sapiens,0,NA,NA,NA,Human coronavirus HKU1,Embecovirus
NC_009019_1_Tylonycteris_bat_coronavirus_HKU4__complete_genome,NC_009019,HKU4-1 B04f,bat,1,China,NA,NA,Tylonycteris bat coronavirus HKU4,Merbecovirus
NC_009020_1_Pipistrellus_bat_coronavirus_HKU5__complete_genome,NC_009020,HKU5-1 LMH03f,bat,1,China,NA,NA,Pipistrellus bat coronavirus HKU5,Merbecovirus
NC_009021_1_Rousettus_bat_coronavirus_HKU9__complete_genome,NC_009021,HKU9-1 BF_005I,bat,1,China,NA,NA,Rousettus bat coronavirus HKU9,Nobecovirus
NC_009657_1_Scotophilus_bat_coronavirus_512__complete_genome,NC_009657,BtCoV/512/2005,NA,1,NA,NA,NA,Scotophilus bat coronavirus 512,Alphacoronavirus
NC_009988_1_Bat_coronavirus_HKU2__complete_genome,NC_009988,HKU2/GD/430/2006,NA,1,NA,NA,NA,Bat coronavirus HKU2,Alphacoronavirus
NC_010437_1_Bat_coronavirus_1A__complete_genome,NC_010437,AFCD62,NA,1,Hong Kong,NA,NA,Bat coronavirus 1A,Alphacoronavirus
NC_010438_1_Bat_coronavirus_HKU8__complete_genome,NC_010438,AFCD77,NA,1,Hong Kong,NA,NA,Bat coronavirus HKU8,Alphacoronavirus
NC_010800_1_|Turkey_coronavirus__complete_genome,NC_010800,NA,turkey,0,Canada,NA,NA,Turkey coronavirus,Gammacoronavirus
NC_012936_1_Rat_coronavirus_Parker__complete_genome,NC_012936,Parker,rat,0,NA,NA,NA,Rat coronavirus Parker,Embecovirus
NC_014470_1_Bat_coronavirus_BM48-31_BGR_2008__complete_genome,NC_014470,BtCoV/BM48-31/BGR/2008,Rhinolophus_blasii,0,Bulgaria,2008,2008,Bat coronavirus BM48-31/BGR/2008,Sarbecovirus
NC_017083_1_Rabbit_coronavirus_HKU14__complete_genome,NC_017083,HKU14-1,Oryctolagus_cuniculus,0,China,2006,2006,Rabbit coronavirus HKU14,Embecovirus
NC_018871_1_Rousettus_bat_coronavirus_HKU10__complete_genome,NC_018871,NA,bat,1,China,5-Oct,2021,Rousettus bat coronavirus HKU10,Alphacoronavirus
NC_019843_3_Middle_East_respiratory_syndrome_related_coronavirus_isolate_HCoV_EMC_2012__complete_genome,NC_019843,HCoV-EMC,Homo_sapiens,0,NA,13-Jun-12,2012,Middle East respiratory syndrome-related coronavirus isolate HCoV-EMC/2012,Merbecovirus
NC_022103_1_Bat_coronavirus_CDPHE15_USA_2006__complete_genome,NC_022103,bat/USA/CDPHE15/2006,Myotis_lucifugus,1,USA,7-Aug-06,2006,Bat coronavirus CDPHE15/USA/2006,Alphacoronavirus
NC_023760_1_Mink_coronavirus_strain_WD1127__complete_genome,NC_023760,WD1127,Mustela_vison,0,USA,1-Jan-98,1998,Mink coronavirus strain WD1127,Alphacoronavirus
NC_025217_1_Bat_Hp-betacoronavirus_Zhejiang2013__complete_genome,NC_025217,NA,Hipposideros_pratti,1,China,29-Apr-13,2013,Bat Hp-betacoronavirus/Zhejiang2013,Hibecovirus
NC_026011_1_Betacoronavirus_HKU24_strain_HKU24_R05005I__complete_genome,NC_026011,HKU24-R05005I,Rattus_norvegicus,0,China,17-May-12,2012,Betacoronavirus HKU24 strain HKU24-R05005I,Embecovirus
NC_028752_1_Camel_alphacoronavirus_isolate_camel_Riyadh_Ry141_2015__complete_genome,NC_028752,NA,camel,0,Saudi_Arabia,15-Mar,2021,Camel alphacoronavirus isolate camel/Riyadh/Ry141/2015,Alphacoronavirus
NC_028806_1_Swine_enteric_coronavirus_strain_Italy_213306_2009__complete_genome,NC_028806,Italy/213306/2009,pig,0,Italy,4-Sep-09,2009,Swine enteric coronavirus strain Italy/213306/2009,Alphacoronavirus
NC_028811_1_BtMR_AlphaCoV_SAX2011__complete_genome,NC_028811,NA,Myotis_ricketti,1,China,2011,2011,BtMr-AlphaCoV/SAX2011,Alphacoronavirus
NC_028814_1_BtRf-AlphaCoV_HuB2013__complete_genome,NC_028814,NA,Rhinolophus_ferrumequinum,1,China,2013,2013,BtRf-AlphaCoV/HuB2013,Alphacoronavirus
NC_028824_1_BtRf-AlphaCoV_YN2012__complete_genome,NC_028824,NA,Rhinolophus_ferrumequinum,1,China,2012,2012,BtRf-AlphaCoV/YN2012,Alphacoronavirus
NC_028833_1_BtNV_AlphaCoV_SC2013__complete_genome,NC_028833,NA,Nyctalus_velutinus,1,China,2013,2013,BtNv-AlphaCoV/SC2013,Alphacoronavirus
NC_030292_1_Ferret_coronavirus_isolate_FRCoV_NL-2010__complete_genome,NC_030292,NA,Mustela_putorius_ferret,0,Netherlands,2010,2010,Ferret coronavirus isolate FRCoV-NL-2010,Alphacoronavirus
NC_030886_1_Rousettus_bat_coronavirus_isolate_GCCDC1_356__complete_genome,NC_030886,NA,Rousettus_leschenaulti,1,China,28-May-14,2014,Rousettus bat coronavirus isolate GCCDC1 356,Nobecovirus
NC_032107_1_NL63_related_bat_coronavirus_strain_BtKYNL63_9a__complete_genome,NC_032107,BtKYNL63-9a,Triaenops_afer,1,Kenya,21-Jun-10,2010,NL63-related bat coronavirus strain BtKYNL63-9a,Alphacoronavirus
NC_032730_1_Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19__complete_genome,NC_032730,NA,Rattus_norvegicus,0,China,2013,2013,Lucheng Rn rat coronavirus isolate Lucheng-19,Alphacoronavirus
NC_034972_1_Coronavirus_AcCoV_JC34__complete_genome,NC_034972,NA,Apodemus_chevrieri,0,China,11-Oct,2021,Coronavirus AcCoV-JC34,Alphacoronavirus
NC_035191_1_Wencheng_Sm_shrew_coronavirus_isolate_Xingguo-101_ORF1ab_polyprotein__spike_glycoprotein__envelope_protein__membrane_protein__and_nucleocapsid_protein_genes__complete_cds,NC_035191,NA,Suncus_murinus,0,China,2015,2015,"Wencheng Sm shrew coronavirus isolate Xingguo-101 ORF1ab polyprotein, spike glycoprotein, envelope protein, membrane protein, and nucleocapsid protein genes, complete cds",Alphacoronavirus
NC_038294_1_Betacoronavirus_England_1_isolate_H123990006__complete_genome,NC_038294,England 1,Homo_sapiens,0,United_Kingdom,11-Sep-12,2012,Betacoronavirus England 1 isolate H123990006,Merbecovirus
NC_038861_1_Transmissible_gastroenteritis_virus_complete_genome__genomic_RNA,NC_038861,Purdue,pig,0,USA,NA,NA,"Transmissible gastroenteritis virus complete genome, genomic RNA",Alphacoronavirus
NC_039207_1_Betacoronavirus_Erinaceus_VMC_DEU_2012_isolate_ErinaceusCoV_2012_174_GER_2012__complete_genome,NC_039207,NA,Erinaceus_europaeus,0,Germany,2012,2012,Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCoV/2012-174/GER/2012,Merbecovirus
NC_045512_2_Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan_Hu_1__complete_genome,NC_045512,NA,Homo_sapiens,0,China,19-Dec,2021,Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1,Sarbecovirus
NC_046964_1_Alphacoronavirus_Bat-CoV_P_kuhlii_Italy_3398-19_2015__complete_genome,NC_046964,Bat-CoV/P.kuhlii/Italy/3398-19/2015,Pipistrellus_kuhlii,1,Italy,2015,2015,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,Alphacoronavirus
NC_048211_1_Wencheng_Sm_shrew_coronavirus_isolate_Xingguo-74_ORF1ab_polyprotein__spike_glycoprotein__envelope_protein__membrane_protein__and_nucleocapsid_protein_genes__complete_cds,NC_048211,NA,Suncus_murinus,0,China,2015,2015,"Wencheng Sm shrew coronavirus isolate Xingguo-74 ORF1ab polyprotein, spike glycoprotein, envelope protein, membrane protein, and nucleocapsid protein genes, complete cds",Alphacoronavirus
NC_048216_1_NL63_related_bat_coronavirus_strain_BtKYNL63_9b__complete_genome,NC_048216,BtKYNL63-9b,Triaenops_afer,1,Kenya,21-Jun-10,2010,NL63-related bat coronavirus strain BtKYNL63-9b,Alphacoronavirus
